province_region,NOC code,Occupational Group,2016,2017,2018,2019,2020,2021,2022,2023
British Columbia,7204,"Contractors and supervisors, carpentry trades",30,35,43,67,27,50,54,36
British Columbia,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",59,49,49,74,50,46,57,63
British Columbia,7231,Machinists and machining and tooling inspectors,12,14,27,26,21,14,42,33
British Columbia,7232,Tool and die makers,2,2,1,2,1,4,6,0
British Columbia,7233,Sheet metal workers,22,9,7,21,23,32,32,42
British Columbia,7234,Boilermakers,17,0,0,0,0,0,0,0
British Columbia,7235,Structural metal and platework fabricators and fitters,51,8,0,4,2,0,18,4
British Columbia,7236,Ironworkers,19,22,41,95,31,100,112,123
British Columbia,7237,Welders and related machine operators,108,72,94,84,78,77,136,77
British Columbia,7241,Electricians (except industrial and power system),75,61,82,114,71,87,159,134
British Columbia,7242,Industrial electricians,25,3,3,9,12,2,11,13
British Columbia,7244,Electrical power line and cable workers,6,0,0,0,0,0,4,0
British Columbia,7245,Telecommunications line and cable workers,18,7,4,10,4,6,28,19
British Columbia,7246,Telecommunications installation and repair workers,8,7,12,36,14,11,22,9
British Columbia,7247,Cable television service and maintenance technicians,0,0,0,1,0,0,0,1
British Columbia,7251,Plumbers,58,64,91,106,81,64,153,152
British Columbia,7252,"Steamfitters, pipefitters and sprinkler system installers",157,19,26,15,15,8,19,16
British Columbia,7253,Gas fitters,0,1,0,0,0,0,0,0
British Columbia,7271,Carpenters,388,369,549,843,628,805,"1,208","1,061"
British Columbia,7272,Cabinetmakers,19,41,51,48,55,58,69,59
British Columbia,7281,Bricklayers,18,12,12,16,20,16,47,22
British Columbia,7282,Concrete finishers,46,94,53,102,99,127,167,162
British Columbia,7283,Tilesetters,61,43,20,83,64,85,112,77
British Columbia,7284,"Plasterers, drywall installers and finishers and lathers",68,156,75,370,232,298,352,392
British Columbia,7291,Roofers and shinglers,24,58,58,159,101,158,274,207
British Columbia,7292,Glaziers,55,29,29,74,49,62,150,76
British Columbia,7293,Insulators,8,15,5,45,30,33,29,50
British Columbia,7294,Painters and decorators (except interior decorators),130,90,95,212,194,268,329,379
British Columbia,7295,Floor covering installers,47,28,4,32,17,18,62,57
British Columbia,7301,"Contractors and supervisors, mechanic trades",20,5,7,6,9,6,9,5
British Columbia,7302,"Contractors and supervisors, heavy equipment operator crews",40,47,59,55,31,39,48,48
British Columbia,7303,"Supervisors, printing and related occupations",5,1,5,6,3,4,17,5
British Columbia,7304,"Supervisors, railway transport operations",0,0,0,0,0,0,1,0
British Columbia,7305,"Supervisors, motor transport and other ground transit operators",9,6,9,23,17,20,20,26
British Columbia,7311,Construction millwrights and industrial mechanics,8,7,2,10,19,12,33,27
British Columbia,7312,Heavy-duty equipment mechanics,53,17,39,71,29,30,96,138
British Columbia,7313,Refrigeration and air conditioning mechanics,48,13,15,10,12,17,27,37
British Columbia,7315,Aircraft mechanics and aircraft inspectors,1,5,16,24,0,0,52,1
British Columbia,7316,Machine fitters,14,0,2,1,1,3,0,10
British Columbia,7318,Elevator constructors and mechanics,2,0,0,2,0,2,1,6
British Columbia,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",66,77,101,179,100,101,199,193
British Columbia,7322,Motor vehicle body repairers,1,14,14,48,18,19,32,61
British Columbia,7332,Appliance servicers and repairers,7,6,7,13,6,18,26,9
British Columbia,7333,Electrical mechanics,5,1,0,2,3,1,1,6
British Columbia,7334,"Motorcycle, all-terrain vehicle and other related mechanics",2,1,5,4,6,1,3,6
British Columbia,7335,Other small engine and small equipment repairers,1,7,1,1,6,2,10,8
British Columbia,7371,Crane operators,8,3,3,33,10,7,17,17
British Columbia,7372,"Drillers and blasters - surface mining, quarrying and construction",7,7,13,2,4,6,20,20
British Columbia,7381,Printing press operators,2,3,2,4,7,2,40,46
British Columbia,7384,"Other trades and related occupations, n.e.c.",22,12,15,31,27,68,78,42
British Columbia,7441,Residential and commercial installers and servicers,28,18,5,57,15,52,83,103
British Columbia,7442,Waterworks and gas maintenance workers,11,5,0,0,0,0,0,0
British Columbia,7444,Pest controllers and fumigators,0,2,1,1,0,3,3,3
British Columbia,7445,Other repairers and servicers,3,7,7,4,1,3,6,6
British Columbia,7452,Material handlers,6,4,23,36,30,52,187,174
British Columbia,7511,Transport truck drivers,512,"1,144",755,"2,314","1,599","1,421","2,389","1,973"
British Columbia,7512,"Bus drivers, subway operators and other transit operators",8,0,0,3,2,0,0,2
British Columbia,7513,Taxi and limousine drivers and chauffeurs,0,0,1,4,1,8,15,1
British Columbia,7514,Delivery and courier service drivers,0,2,3,17,20,15,54,52
British Columbia,7521,Heavy equipment operators (except crane),7,21,30,51,25,21,265,28
British Columbia,7522,Public works maintenance equipment operators and related workers,0,0,4,0,0,4,0,0
British Columbia,7532,Water transport deck and engine room crew,12,13,16,16,18,0,23,18
British Columbia,7533,Boat and cable ferry operators and related occupations,3,0,0,0,0,0,0,0
British Columbia,7534,Air transport ramp attendants,0,0,0,1,0,0,0,0
British Columbia,7535,Other automotive mechanical installers and servicers,0,6,4,12,11,7,38,26
British Columbia,7611,Construction trades helpers and labourers,90,70,70,411,303,587,"1,794","2,185"
British Columbia,7612,Other trades helpers and labourers,3,4,8,30,16,35,102,156
British Columbia,7621,Public works and maintenance labourers,3,6,0,4,0,4,4,1
British Columbia,7622,Railway and motor transport labourers,0,0,0,0,0,4,7,10
British Columbia,8211,"Supervisors, logging and forestry",2,0,0,0,0,0,0,1
British Columbia,8221,"Supervisors, mining and quarrying",0,3,1,0,0,0,0,0
British Columbia,8231,Underground production and development miners,0,0,8,0,0,0,0,0
British Columbia,8232,"Oil and gas well drillers, servicers, testers and related workers",5,0,0,0,0,0,0,0
British Columbia,8241,Logging machinery operators,0,4,0,2,1,1,2,6
British Columbia,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",261,362,438,436,471,442,616,696
British Columbia,8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",19,37,24,61,29,61,42,67
British Columbia,8261,Fishing masters and officers,0,1,0,1,0,0,0,2
British Columbia,8411,Underground mine service and support workers,0,0,0,0,1,0,0,0
British Columbia,8422,Silviculture and forestry workers,0,0,0,0,0,1,0,0
British Columbia,8431,General farm workers,"6,693","7,641","12,723","9,108","10,799","10,254","12,659","20,023"
British Columbia,8432,Nursery and greenhouse workers,"2,377","2,223","3,170","3,047","3,429","2,489","2,496","4,157"
British Columbia,8441,Fishing vessel deckhands,11,12,5,7,8,1,8,1
British Columbia,8611,Harvesting labourers,329,541,430,604,959,997,"1,103",338
British Columbia,8612,Landscaping and grounds maintenance labourers,1,0,5,38,28,43,117,115
British Columbia,8613,Aquaculture and marine harvest labourers,0,0,0,5,7,0,5,0
British Columbia,8614,Mine labourers,0,0,0,0,0,0,0,2
British Columbia,9211,"Supervisors, mineral and metal processing",3,2,1,0,0,1,3,0
British Columbia,9212,"Supervisors, petroleum, gas and chemical processing and utilities",0,0,0,0,0,0,0,1
British Columbia,9213,"Supervisors, food, beverage and associated products processing",12,10,11,8,17,14,23,26
British Columbia,9214,"Supervisors, plastic and rubber products manufacturing",1,1,0,1,5,4,11,1
British Columbia,9215,"Supervisors, forest products processing",0,0,0,2,3,4,4,3
British Columbia,9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",0,2,2,1,5,1,6,3
British Columbia,9221,"Supervisors, motor vehicle assembling",0,0,0,0,0,1,0,0
British Columbia,9222,"Supervisors, electronics manufacturing",0,0,0,0,0,0,1,0
British Columbia,9223,"Supervisors, electrical products manufacturing",0,0,0,0,0,0,1,0
British Columbia,9224,"Supervisors, furniture and fixtures manufacturing",1,5,6,9,3,5,6,7
British Columbia,9226,"Supervisors, other mechanical and metal products manufacturing",1,0,0,0,0,0,1,1
British Columbia,9227,"Supervisors, other products manufacturing and assembly",4,6,10,9,5,4,4,9
British Columbia,9232,"Petroleum, gas and chemical process operators",0,0,0,0,2,0,0,0
British Columbia,9235,"Pulping, papermaking and coating control operators",0,0,0,0,0,0,1,0
British Columbia,9241,Power engineers and power systems operators,0,0,0,0,0,0,0,1
British Columbia,9243,Water and waste treatment plant operators,0,0,0,0,0,0,0,1
British Columbia,9412,Foundry workers,0,0,0,0,0,0,1,0
British Columbia,9413,Glass forming and finishing machine operators and glass cutters,0,2,1,18,8,1,4,4
British Columbia,9414,"Concrete, clay and stone forming operators",4,2,1,4,0,22,12,14
British Columbia,9416,Metalworking and forging machine operators,0,0,1,0,0,2,5,10
British Columbia,9417,Machining tool operators,1,1,0,1,0,2,13,3
British Columbia,9418,Other metal products machine operators,1,0,0,0,0,0,0,0
British Columbia,9421,Chemical plant machine operators,0,0,0,8,0,4,0,0
British Columbia,9422,Plastics processing machine operators,0,0,2,2,6,11,8,2
British Columbia,9423,Rubber processing machine operators and related workers,0,0,0,0,0,0,5,0
British Columbia,9431,Sawmill machine operators,10,0,0,0,0,0,0,1
British Columbia,9433,Papermaking and finishing machine operators,0,0,0,0,0,0,0,1
British Columbia,9434,Other wood processing machine operators,0,0,0,0,0,2,0,0
British Columbia,9435,Paper converting machine operators,0,0,0,0,0,0,0,3
British Columbia,9437,Woodworking machine operators,11,19,0,0,4,7,52,9
British Columbia,9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",0,0,0,0,1,0,0,0
British Columbia,9442,"Weavers, knitters and other fabric making occupations",0,1,1,0,0,0,0,0
British Columbia,9445,"Fabric, fur and leather cutters",0,0,0,0,0,1,0,0
British Columbia,9446,Industrial sewing machine operators,5,0,0,0,2,6,3,6
British Columbia,9461,"Process control and machine operators, food, beverage and associated products processing",1,1,2,23,9,19,39,28
British Columbia,9462,"Industrial butchers and meat cutters, poultry preparers and related workers",0,7,8,25,66,66,122,57
British Columbia,9463,Fish and seafood plant workers,2,20,2,35,75,121,350,216
British Columbia,9465,"Testers and graders, food, beverage and associated products processing",0,0,6,0,0,1,0,0
British Columbia,9471,Plateless printing equipment operators,0,0,0,0,0,0,0,1
British Columbia,9473,Binding and finishing machine operators,0,0,0,1,1,0,0,0
British Columbia,9523,"Electronics assemblers, fabricators, inspectors and testers",0,0,0,0,0,0,1,2
British Columbia,9524,"Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",0,0,1,0,0,0,0,0
British Columbia,9525,"Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,0,0,0,1,0
British Columbia,9526,Mechanical assemblers and inspectors,0,0,0,0,0,0,0,1
British Columbia,9531,Boat assemblers and inspectors,0,1,0,0,0,0,2,0
British Columbia,9532,Furniture and fixture assemblers and inspectors,0,0,0,13,0,3,5,9
British Columbia,9533,Other wood products assemblers and inspectors,0,1,4,0,2,4,73,18
British Columbia,9534,Furniture finishers and refinishers,0,5,2,5,0,1,5,0
British Columbia,9535,"Plastic products assemblers, finishers and inspectors",2,0,0,2,0,0,1,0
British Columbia,9536,"Industrial painters, coaters and metal finishing process operators",1,1,1,4,2,2,7,1
British Columbia,9537,"Other products assemblers, finishers and inspectors",0,20,12,6,12,39,13,10
British Columbia,9611,Labourers in mineral and metal processing,4,2,0,1,0,0,1,5
British Columbia,9612,Labourers in metal fabrication,0,1,1,7,7,12,38,26
British Columbia,9613,Labourers in chemical products processing and utilities,0,0,0,0,0,0,0,1
British Columbia,9614,"Labourers in wood, pulp and paper processing",0,5,0,6,0,3,92,49
British Columbia,9615,Labourers in rubber and plastic products manufacturing,0,0,0,3,0,2,1,0
British Columbia,9616,Labourers in textile processing,0,0,0,0,0,4,0,2
British Columbia,9617,"Labourers in food, beverage and associated products processing",2,7,88,86,255,194,455,463
British Columbia,9618,Labourers in fish and seafood processing,0,0,4,4,19,18,27,25
British Columbia,9619,"Other labourers in processing, manufacturing and utilities",0,6,0,32,35,63,246,130
Yukon,0212,Architecture and science managers,0,0,0,1,0,0,0,0
Yukon,0512,"Managers - publishing, motion pictures, broadcasting and performing arts",1,0,0,0,0,0,0,0
Yukon,0631,Restaurant and food service managers,0,0,1,0,0,2,1,0
Yukon,0632,Accommodation service managers,0,0,0,0,0,1,0,0
Yukon,0811,Managers in natural resources production and fishing,0,1,0,0,1,0,0,0
Yukon,1123,"Professional occupations in advertising, marketing and public relations",0,0,0,0,0,1,1,0
Yukon,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",0,0,0,0,0,0,1,0
Yukon,1311,Accounting technicians and bookkeepers,0,0,0,0,0,0,1,1
Yukon,2131,Civil engineers,1,0,0,0,0,0,0,0
Yukon,2133,Electrical and electronics engineers,0,0,1,0,0,0,0,0
Yukon,2141,Industrial and manufacturing engineers,0,0,0,0,0,1,0,0
Yukon,2154,Land surveyors,0,0,0,0,0,0,1,0
Yukon,2172,Database analysts and data administrators,0,0,0,0,0,1,0,0
Yukon,2232,Mechanical engineering technologists and technicians,0,0,0,0,0,0,0,1
Yukon,2241,Electrical and electronics engineering technologists and technicians,0,0,0,0,0,0,0,1
Yukon,2254,Land survey technologists and technicians,2,4,0,0,0,0,0,0
Yukon,2263,Inspectors in public and environmental health and occupational health and safety,1,0,0,0,0,0,0,0
Yukon,2271,"Air pilots, flight engineers and flying instructors",0,0,1,0,0,1,0,0
Yukon,3012,Registered nurses and registered psychiatric nurses,0,2,0,0,0,0,0,0
Yukon,3231,Opticians,0,1,0,0,0,0,0,0
Yukon,4021,College and other vocational instructors,0,0,1,0,0,0,0,0
Yukon,4154,Professional occupations in religion,0,1,0,0,0,0,0,0
Yukon,4212,Social and community service workers,0,0,1,0,0,0,0,0
Yukon,4214,Early childhood educators and assistants,2,0,0,0,0,0,0,1
Yukon,4411,Home child care providers,3,10,4,7,0,0,0,0
Yukon,4412,"Home support workers, housekeepers and related occupations",0,0,1,0,0,1,0,1
Yukon,5131,"Producers, directors, choreographers and related occupations",42,40,56,59,24,73,62,61
Yukon,5135,Actors and comedians,16,7,0,1,0,0,18,12
Yukon,5222,Film and video camera operators,10,8,10,12,1,14,8,16
Yukon,5225,Audio and video recording technicians,13,14,19,20,6,22,15,15
Yukon,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",2,0,0,0,0,0,0,0
Yukon,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",2,0,0,1,0,2,0,0
Yukon,5254,"Program leaders and instructors in recreation, sport and fitness",1,3,0,0,0,0,0,0
Yukon,6211,Retail sales supervisors,0,0,0,0,0,0,0,1
Yukon,6311,Food service supervisors,1,0,0,0,1,0,6,1
Yukon,6312,Executive housekeepers,0,0,0,0,0,0,2,0
Yukon,6313,"Accommodation, travel, tourism and related services supervisors",0,0,0,1,0,0,0,0
Yukon,6315,Cleaning supervisors,1,0,0,1,0,0,0,0
Yukon,6316,Other services supervisors,0,0,0,0,0,0,2,0
Yukon,6322,Cooks,1,0,0,1,0,2,1,0
Yukon,6341,Hairstylists and barbers,0,0,1,3,0,1,2,0
Yukon,6513,Food and beverage servers,0,0,1,2,0,0,1,1
Yukon,6521,Travel counsellors,0,0,0,1,1,0,0,0
Yukon,6525,Hotel front desk clerks,0,0,0,1,1,0,0,2
Yukon,6531,Tour and travel guides,0,0,1,2,0,2,5,4
